t=0, n=0, m=0, rp=0 ---------> 49380
t=0, n=32, m=20, rp=3 ---------> 49380
t=1, n=32, m=20, rp=3 ---------> 49380
t=0, n=33, m=20, rp=3 ---------> 49380
t=1, n=33, m=20, rp=3 ---------> 49380
t=0, n=34, m=20, rp=3 ---------> 49380
t=1, n=34, m=20, rp=3 ---------> 49380
t=0, n=35, m=20, rp=3 ---------> 49380
t=1, n=35, m=20, rp=3 ---------> 49380
t=0, n=36, m=20, rp=3 ---------> 49380
t=1, n=36, m=20, rp=3 ---------> 49380
t=0, n=37, m=20, rp=3 ---------> 49380
t=1, n=37, m=20, rp=3 ---------> 49380
t=0, n=38, m=20, rp=3 ---------> 49380
t=1, n=38, m=20, rp=3 ---------> 49380
t=0, n=39, m=20, rp=3 ---------> 49380
t=1, n=39, m=20, rp=3 ---------> 49380
t=0, n=40, m=20, rp=3 ---------> 49380
t=1, n=40, m=20, rp=3 ---------> 49380
t=0, n=41, m=20, rp=3 ---------> 49380
t=1, n=41, m=20, rp=3 ---------> 49380
t=0, n=42, m=20, rp=3 ---------> 49380
t=1, n=42, m=20, rp=3 ---------> 49380
t=0, n=43, m=20, rp=3 ---------> 49380
t=1, n=43, m=20, rp=3 ---------> 49380
t=0, n=44, m=20, rp=3 ---------> -7.54968e+10
t=1, n=44, m=20, rp=3 ---------> -8.842e+10
t=0, n=45, m=20, rp=3 ---------> -5.87961e+09
t=1, n=45, m=20, rp=3 ---------> 2.10409e+08
t=0, n=0, m=21, rp=3 ---------> 49380
t=1, n=0, m=21, rp=3 ---------> 49380
t=0, n=1, m=21, rp=3 ---------> 49380
t=1, n=1, m=21, rp=3 ---------> 49380
t=0, n=2, m=21, rp=3 ---------> 49380
t=1, n=2, m=21, rp=3 ---------> 49380
t=0, n=3, m=21, rp=3 ---------> 49380
t=1, n=3, m=21, rp=3 ---------> 49380
t=0, n=4, m=21, rp=3 ---------> 49380
t=1, n=4, m=21, rp=3 ---------> 49380
t=0, n=5, m=21, rp=3 ---------> 49380
t=1, n=5, m=21, rp=3 ---------> 49380
t=0, n=6, m=21, rp=3 ---------> 49380
t=1, n=6, m=21, rp=3 ---------> 49380
t=0, n=7, m=21, rp=3 ---------> 49380
t=1, n=7, m=21, rp=3 ---------> 49380
t=0, n=8, m=21, rp=3 ---------> 49380
t=1, n=8, m=21, rp=3 ---------> 49380
t=0, n=9, m=21, rp=3 ---------> 49380
t=1, n=9, m=21, rp=3 ---------> 49380
t=0, n=10, m=21, rp=3 ---------> 49380
t=1, n=10, m=21, rp=3 ---------> 49380
t=0, n=11, m=21, rp=3 ---------> 49380
t=1, n=11, m=21, rp=3 ---------> 49380
t=0, n=12, m=21, rp=3 ---------> 49380
t=1, n=12, m=21, rp=3 ---------> 49380
t=0, n=13, m=21, rp=3 ---------> 49380
t=1, n=13, m=21, rp=3 ---------> 49380
t=0, n=14, m=21, rp=3 ---------> 49380
t=1, n=14, m=21, rp=3 ---------> 49380
t=0, n=15, m=21, rp=3 ---------> 49380
t=1, n=15, m=21, rp=3 ---------> 49380
t=0, n=16, m=21, rp=3 ---------> 49380
t=1, n=16, m=21, rp=3 ---------> 49380
t=0, n=17, m=21, rp=3 ---------> 49380
t=1, n=17, m=21, rp=3 ---------> 49380
t=0, n=18, m=21, rp=3 ---------> 49380
t=1, n=18, m=21, rp=3 ---------> 49380
t=0, n=19, m=21, rp=3 ---------> 49380
t=1, n=19, m=21, rp=3 ---------> 49380
t=0, n=20, m=21, rp=3 ---------> 49380
t=1, n=20, m=21, rp=3 ---------> 49380
t=0, n=21, m=21, rp=3 ---------> 49380
t=1, n=21, m=21, rp=3 ---------> 49380
t=0, n=22, m=21, rp=3 ---------> 49380
t=1, n=22, m=21, rp=3 ---------> 49380
t=0, n=23, m=21, rp=3 ---------> 49380
t=1, n=23, m=21, rp=3 ---------> 49380
t=0, n=24, m=21, rp=3 ---------> 49380
t=1, n=24, m=21, rp=3 ---------> 49380
t=0, n=25, m=21, rp=3 ---------> 49380
t=1, n=25, m=21, rp=3 ---------> 49380
t=0, n=26, m=21, rp=3 ---------> 49380
t=1, n=26, m=21, rp=3 ---------> 49380
t=0, n=27, m=21, rp=3 ---------> 49380
t=1, n=27, m=21, rp=3 ---------> 49380
t=0, n=28, m=21, rp=3 ---------> 49380
t=1, n=28, m=21, rp=3 ---------> 49380
t=0, n=29, m=21, rp=3 ---------> 49380
t=1, n=29, m=21, rp=3 ---------> 49380
t=0, n=30, m=21, rp=3 ---------> 49380
t=1, n=30, m=21, rp=3 ---------> 49380
t=0, n=31, m=21, rp=3 ---------> 49380
t=1, n=31, m=21, rp=3 ---------> 49380
t=0, n=32, m=21, rp=3 ---------> 49380
t=1, n=32, m=21, rp=3 ---------> 49380
t=0, n=33, m=21, rp=3 ---------> 49380
t=1, n=33, m=21, rp=3 ---------> 49380
t=0, n=34, m=21, rp=3 ---------> 49380
t=1, n=34, m=21, rp=3 ---------> 49380
t=0, n=35, m=21, rp=3 ---------> 49380
t=1, n=35, m=21, rp=3 ---------> 49380
t=0, n=36, m=21, rp=3 ---------> 49380
t=1, n=36, m=21, rp=3 ---------> 49380
t=0, n=37, m=21, rp=3 ---------> 49380
t=1, n=37, m=21, rp=3 ---------> 49380
t=0, n=38, m=21, rp=3 ---------> 49380
t=1, n=38, m=21, rp=3 ---------> 49380
t=0, n=39, m=21, rp=3 ---------> 49380
t=1, n=39, m=21, rp=3 ---------> 49380
t=0, n=40, m=21, rp=3 ---------> 49380
t=1, n=40, m=21, rp=3 ---------> 49380
t=0, n=41, m=21, rp=3 ---------> 49380
t=1, n=41, m=21, rp=3 ---------> 49380
t=0, n=42, m=21, rp=3 ---------> 49380
t=1, n=42, m=21, rp=3 ---------> 49380
t=0, n=43, m=21, rp=3 ---------> 49380
t=1, n=43, m=21, rp=3 ---------> 49380
t=0, n=44, m=21, rp=3 ---------> -6.18729e+10
t=1, n=44, m=21, rp=3 ---------> -4.47524e+10
t=0, n=45, m=21, rp=3 ---------> 3.30879e+10
t=1, n=45, m=21, rp=3 ---------> -7.84916e+09
t=0, n=0, m=22, rp=3 ---------> 49380
t=1, n=0, m=22, rp=3 ---------> 49380
t=0, n=1, m=22, rp=3 ---------> 49380
t=1, n=1, m=22, rp=3 ---------> 49380
t=0, n=2, m=22, rp=3 ---------> 49380
t=1, n=2, m=22, rp=3 ---------> 49380
t=0, n=3, m=22, rp=3 ---------> 49380
t=1, n=3, m=22, rp=3 ---------> 49380
t=0, n=4, m=22, rp=3 ---------> 49380
t=1, n=4, m=22, rp=3 ---------> 49380
t=0, n=5, m=22, rp=3 ---------> 49380
t=1, n=5, m=22, rp=3 ---------> 49380
t=0, n=6, m=22, rp=3 ---------> 49380
t=1, n=6, m=22, rp=3 ---------> 49380
t=0, n=7, m=22, rp=3 ---------> 49380
t=1, n=7, m=22, rp=3 ---------> 49380
t=0, n=8, m=22, rp=3 ---------> 49380
t=1, n=8, m=22, rp=3 ---------> 49380
t=0, n=9, m=22, rp=3 ---------> 49380
t=1, n=9, m=22, rp=3 ---------> 49380
t=0, n=10, m=22, rp=3 ---------> 49380
t=1, n=10, m=22, rp=3 ---------> 49380
t=0, n=11, m=22, rp=3 ---------> 49380
t=1, n=11, m=22, rp=3 ---------> 49380
t=0, n=12, m=22, rp=3 ---------> 49380
t=1, n=12, m=22, rp=3 ---------> 49380
t=0, n=13, m=22, rp=3 ---------> 49380
t=1, n=13, m=22, rp=3 ---------> 49380
t=0, n=14, m=22, rp=3 ---------> 49380
t=1, n=14, m=22, rp=3 ---------> 49380
t=0, n=15, m=22, rp=3 ---------> 49380
t=1, n=15, m=22, rp=3 ---------> 49380
t=0, n=16, m=22, rp=3 ---------> 49380
t=1, n=16, m=22, rp=3 ---------> 49380
t=0, n=17, m=22, rp=3 ---------> 49380
t=1, n=17, m=22, rp=3 ---------> 49380
t=0, n=18, m=22, rp=3 ---------> 49380
t=1, n=18, m=22, rp=3 ---------> 49380
t=0, n=19, m=22, rp=3 ---------> 49380
t=1, n=19, m=22, rp=3 ---------> 49380
t=0, n=20, m=22, rp=3 ---------> 49380
t=1, n=20, m=22, rp=3 ---------> 49380
t=0, n=21, m=22, rp=3 ---------> 49380
t=1, n=21, m=22, rp=3 ---------> 49380
t=0, n=22, m=22, rp=3 ---------> 49380
t=1, n=22, m=22, rp=3 ---------> 49380
t=0, n=23, m=22, rp=3 ---------> 49380
t=1, n=23, m=22, rp=3 ---------> 49380
t=0, n=24, m=22, rp=3 ---------> 49380
t=1, n=24, m=22, rp=3 ---------> 49380
t=0, n=25, m=22, rp=3 ---------> 49380
t=1, n=25, m=22, rp=3 ---------> 49380
t=0, n=26, m=22, rp=3 ---------> 49380
t=1, n=26, m=22, rp=3 ---------> 49380
t=0, n=27, m=22, rp=3 ---------> 49380
t=1, n=27, m=22, rp=3 ---------> 49380
t=0, n=28, m=22, rp=3 ---------> 49380
t=1, n=28, m=22, rp=3 ---------> 49380
t=0, n=29, m=22, rp=3 ---------> 49380
t=1, n=29, m=22, rp=3 ---------> 49380
t=0, n=30, m=22, rp=3 ---------> 49380
t=1, n=30, m=22, rp=3 ---------> 49380
t=0, n=31, m=22, rp=3 ---------> 49380
t=1, n=31, m=22, rp=3 ---------> 49380
t=0, n=32, m=22, rp=3 ---------> 49380
t=1, n=32, m=22, rp=3 ---------> 49380
t=0, n=33, m=22, rp=3 ---------> 49380
t=1, n=33, m=22, rp=3 ---------> 49380
t=0, n=34, m=22, rp=3 ---------> 49380
t=1, n=34, m=22, rp=3 ---------> 49380
t=0, n=35, m=22, rp=3 ---------> 49380
t=1, n=35, m=22, rp=3 ---------> 49380
t=0, n=36, m=22, rp=3 ---------> 49380
t=1, n=36, m=22, rp=3 ---------> 49380
t=0, n=37, m=22, rp=3 ---------> 49380
t=1, n=37, m=22, rp=3 ---------> 49380
t=0, n=38, m=22, rp=3 ---------> 49380
t=1, n=38, m=22, rp=3 ---------> 49380
t=0, n=39, m=22, rp=3 ---------> 49380
t=1, n=39, m=22, rp=3 ---------> 49380
t=0, n=40, m=22, rp=3 ---------> 49380
t=1, n=40, m=22, rp=3 ---------> 49380
t=0, n=41, m=22, rp=3 ---------> 49380
t=1, n=41, m=22, rp=3 ---------> 49380
t=0, n=42, m=22, rp=3 ---------> 49380
t=1, n=42, m=22, rp=3 ---------> 49380
t=0, n=43, m=22, rp=3 ---------> 49380
t=1, n=43, m=22, rp=3 ---------> 49380
t=0, n=44, m=22, rp=3 ---------> -7.40612e+09
t=1, n=44, m=22, rp=3 ---------> -4.57617e+10
t=0, n=45, m=22, rp=3 ---------> 1.87482e+10
t=1, n=45, m=22, rp=3 ---------> -1.17989e+10
t=0, n=0, m=23, rp=3 ---------> 49380
t=1, n=0, m=23, rp=3 ---------> 49380
t=0, n=1, m=23, rp=3 ---------> 49380
t=1, n=1, m=23, rp=3 ---------> 49380
t=0, n=2, m=23, rp=3 ---------> 49380
t=1, n=2, m=23, rp=3 ---------> 49380
t=0, n=3, m=23, rp=3 ---------> 49380
t=1, n=3, m=23, rp=3 ---------> 49380
t=0, n=4, m=23, rp=3 ---------> 49380
t=1, n=4, m=23, rp=3 ---------> 49380
t=0, n=5, m=23, rp=3 ---------> 49380
t=1, n=5, m=23, rp=3 ---------> 49380
t=0, n=6, m=23, rp=3 ---------> 49380
t=1, n=6, m=23, rp=3 ---------> 49380
t=0, n=7, m=23, rp=3 ---------> 49380
t=1, n=7, m=23, rp=3 ---------> 49380
t=0, n=8, m=23, rp=3 ---------> 49380
t=1, n=8, m=23, rp=3 ---------> 49380
t=0, n=9, m=23, rp=3 ---------> 49380
t=1, n=9, m=23, rp=3 ---------> 49380
t=0, n=10, m=23, rp=3 ---------> 49380
t=1, n=10, m=23, rp=3 ---------> 49380
t=0, n=11, m=23, rp=3 ---------> 49380
t=1, n=11, m=23, rp=3 ---------> 49380
t=0, n=12, m=23, rp=3 ---------> 49380
t=1, n=12, m=23, rp=3 ---------> 49380
t=0, n=13, m=23, rp=3 ---------> 49380
t=1, n=13, m=23, rp=3 ---------> 49380
t=0, n=14, m=23, rp=3 ---------> 49380
t=1, n=14, m=23, rp=3 ---------> 49380
t=0, n=15, m=23, rp=3 ---------> 49380
t=1, n=15, m=23, rp=3 ---------> 49380
t=0, n=16, m=23, rp=3 ---------> 49380
t=1, n=16, m=23, rp=3 ---------> 49380
t=0, n=17, m=23, rp=3 ---------> 49380
t=1, n=17, m=23, rp=3 ---------> 49380
t=0, n=18, m=23, rp=3 ---------> 49380
t=1, n=18, m=23, rp=3 ---------> 49380
t=0, n=19, m=23, rp=3 ---------> 49380
t=1, n=19, m=23, rp=3 ---------> 49380
t=0, n=20, m=23, rp=3 ---------> 49380
t=1, n=20, m=23, rp=3 ---------> 49380
t=0, n=21, m=23, rp=3 ---------> 49380
t=1, n=21, m=23, rp=3 ---------> 49380
t=0, n=22, m=23, rp=3 ---------> 49380
t=1, n=22, m=23, rp=3 ---------> 49380
t=0, n=23, m=23, rp=3 ---------> 49380
t=1, n=23, m=23, rp=3 ---------> 49380
t=0, n=24, m=23, rp=3 ---------> 49380
t=1, n=24, m=23, rp=3 ---------> 49380
t=0, n=25, m=23, rp=3 ---------> 49380
t=1, n=25, m=23, rp=3 ---------> 49380
t=0, n=26, m=23, rp=3 ---------> 49380
t=1, n=26, m=23, rp=3 ---------> 49380
t=0, n=27, m=23, rp=3 ---------> 49380
t=1, n=27, m=23, rp=3 ---------> 49380
t=0, n=28, m=23, rp=3 ---------> 49380
t=1, n=28, m=23, rp=3 ---------> 49380
t=0, n=29, m=23, rp=3 ---------> 49380
t=1, n=29, m=23, rp=3 ---------> 49380
t=0, n=30, m=23, rp=3 ---------> 49380
t=1, n=30, m=23, rp=3 ---------> 49380
t=0, n=31, m=23, rp=3 ---------> 49380
t=1, n=31, m=23, rp=3 ---------> 49380
t=0, n=32, m=23, rp=3 ---------> 49380
t=1, n=32, m=23, rp=3 ---------> 49380
t=0, n=33, m=23, rp=3 ---------> 49380
t=1, n=33, m=23, rp=3 ---------> 49380
t=0, n=34, m=23, rp=3 ---------> 49380
t=1, n=34, m=23, rp=3 ---------> 49380
t=0, n=35, m=23, rp=3 ---------> 49380
t=1, n=35, m=23, rp=3 ---------> 49380
t=0, n=36, m=23, rp=3 ---------> 49380
t=1, n=36, m=23, rp=3 ---------> 49380
t=0, n=37, m=23, rp=3 ---------> 49380
t=1, n=37, m=23, rp=3 ---------> 49380
t=0, n=38, m=23, rp=3 ---------> 49380
t=1, n=38, m=23, rp=3 ---------> 49380
t=0, n=39, m=23, rp=3 ---------> 49380
t=1, n=39, m=23, rp=3 ---------> 49380
t=0, n=40, m=23, rp=3 ---------> 49380
t=1, n=40, m=23, rp=3 ---------> 49380
t=0, n=41, m=23, rp=3 ---------> 49380
t=1, n=41, m=23, rp=3 ---------> 49380
t=0, n=42, m=23, rp=3 ---------> 49380
t=1, n=42, m=23, rp=3 ---------> 49380
t=0, n=43, m=23, rp=3 ---------> 49380
t=1, n=43, m=23, rp=3 ---------> 49380
t=0, n=44, m=23, rp=3 ---------> -1.19259e+10
t=1, n=44, m=23, rp=3 ---------> -5.67959e+10
t=0, n=45, m=23, rp=3 ---------> 5.53531e+10
t=1, n=45, m=23, rp=3 ---------> -1.17403e+10
t=0, n=0, m=24, rp=3 ---------> 49380
t=1, n=0, m=24, rp=3 ---------> 49380
t=0, n=1, m=24, rp=3 ---------> 49380
t=1, n=1, m=24, rp=3 ---------> 49380
t=0, n=2, m=24, rp=3 ---------> 49380
t=1, n=2, m=24, rp=3 ---------> 49380
t=0, n=3, m=24, rp=3 ---------> 49380
t=1, n=3, m=24, rp=3 ---------> 49380
t=0, n=4, m=24, rp=3 ---------> 49380
t=1, n=4, m=24, rp=3 ---------> 49380
t=0, n=5, m=24, rp=3 ---------> 49380
t=1, n=5, m=24, rp=3 ---------> 49380
t=0, n=6, m=24, rp=3 ---------> 49380
t=1, n=6, m=24, rp=3 ---------> 49380
t=0, n=7, m=24, rp=3 ---------> 49380
t=1, n=7, m=24, rp=3 ---------> 49380
t=0, n=8, m=24, rp=3 ---------> 49380
t=1, n=8, m=24, rp=3 ---------> 49380
t=0, n=9, m=24, rp=3 ---------> 49380
t=1, n=9, m=24, rp=3 ---------> 49380
t=0, n=10, m=24, rp=3 ---------> 49380
t=1, n=10, m=24, rp=3 ---------> 49380
t=0, n=11, m=24, rp=3 ---------> 49380
t=1, n=11, m=24, rp=3 ---------> 49380
t=0, n=12, m=24, rp=3 ---------> 49380
t=1, n=12, m=24, rp=3 ---------> 49380
t=0, n=13, m=24, rp=3 ---------> 49380
t=1, n=13, m=24, rp=3 ---------> 49380
t=0, n=14, m=24, rp=3 ---------> 49380
t=1, n=14, m=24, rp=3 ---------> 49380
t=0, n=15, m=24, rp=3 ---------> 49380
t=1, n=15, m=24, rp=3 ---------> 49380
t=0, n=16, m=24, rp=3 ---------> 49380
t=1, n=16, m=24, rp=3 ---------> 49380
t=0, n=17, m=24, rp=3 ---------> 49380
t=1, n=17, m=24, rp=3 ---------> 49380
t=0, n=18, m=24, rp=3 ---------> 49380
t=1, n=18, m=24, rp=3 ---------> 49380
t=0, n=19, m=24, rp=3 ---------> 49380
t=1, n=19, m=24, rp=3 ---------> 49380
t=0, n=20, m=24, rp=3 ---------> 49380
t=1, n=20, m=24, rp=3 ---------> 49380
t=0, n=21, m=24, rp=3 ---------> 49380
t=1, n=21, m=24, rp=3 ---------> 49380
t=0, n=22, m=24, rp=3 ---------> 49380
t=1, n=22, m=24, rp=3 ---------> 49380
t=0, n=23, m=24, rp=3 ---------> 49380
t=1, n=23, m=24, rp=3 ---------> 49380
t=0, n=24, m=24, rp=3 ---------> 49380
t=1, n=24, m=24, rp=3 ---------> 49380
t=0, n=25, m=24, rp=3 ---------> 49380
t=1, n=25, m=24, rp=3 ---------> 49380
t=0, n=26, m=24, rp=3 ---------> 49380
t=1, n=26, m=24, rp=3 ---------> 49380
t=0, n=27, m=24, rp=3 ---------> 49380
t=1, n=27, m=24, rp=3 ---------> 49380
t=0, n=28, m=24, rp=3 ---------> 49380
t=1, n=28, m=24, rp=3 ---------> 49380
t=0, n=29, m=24, rp=3 ---------> 49380
t=1, n=29, m=24, rp=3 ---------> 49380
t=0, n=30, m=24, rp=3 ---------> 49380
t=1, n=30, m=24, rp=3 ---------> 49380
t=0, n=31, m=24, rp=3 ---------> 49380
t=1, n=31, m=24, rp=3 ---------> 49380
t=0, n=32, m=24, rp=3 ---------> 49380
t=1, n=32, m=24, rp=3 ---------> 49380
t=0, n=33, m=24, rp=3 ---------> 49380
t=1, n=33, m=24, rp=3 ---------> 49380
t=0, n=34, m=24, rp=3 ---------> 49380
t=1, n=34, m=24, rp=3 ---------> 49380
t=0, n=35, m=24, rp=3 ---------> 49380
t=1, n=35, m=24, rp=3 ---------> 49380
t=0, n=36, m=24, rp=3 ---------> 49380
t=1, n=36, m=24, rp=3 ---------> 49380
t=0, n=37, m=24, rp=3 ---------> 49380
t=1, n=37, m=24, rp=3 ---------> 49380
t=0, n=38, m=24, rp=3 ---------> 49380
t=1, n=38, m=24, rp=3 ---------> 49380
t=0, n=39, m=24, rp=3 ---------> 49380
t=1, n=39, m=24, rp=3 ---------> 49380
t=0, n=40, m=24, rp=3 ---------> 49380
t=1, n=40, m=24, rp=3 ---------> 49380
t=0, n=41, m=24, rp=3 ---------> 49380
t=1, n=41, m=24, rp=3 ---------> 49380
t=0, n=42, m=24, rp=3 ---------> 49380
t=1, n=42, m=24, rp=3 ---------> 49380
t=0, n=43, m=24, rp=3 ---------> 49380
t=1, n=43, m=24, rp=3 ---------> 49380
t=0, n=44, m=24, rp=3 ---------> -7.79815e+10
t=1, n=44, m=24, rp=3 ---------> -9.68628e+10
t=0, n=45, m=24, rp=3 ---------> 4.88695e+10
t=1, n=45, m=24, rp=3 ---------> -1.21937e+10
t=0, n=0, m=25, rp=3 ---------> 49380
t=1, n=0, m=25, rp=3 ---------> 49380
t=0, n=1, m=25, rp=3 ---------> 49380
t=1, n=1, m=25, rp=3 ---------> 49380
t=0, n=2, m=25, rp=3 ---------> 49380
t=1, n=2, m=25, rp=3 ---------> 49380
t=0, n=3, m=25, rp=3 ---------> 49380
t=1, n=3, m=25, rp=3 ---------> 49380
t=0, n=4, m=25, rp=3 ---------> 49380
t=1, n=4, m=25, rp=3 ---------> 49380
t=0, n=5, m=25, rp=3 ---------> 49380
t=1, n=5, m=25, rp=3 ---------> 49380
t=0, n=6, m=25, rp=3 ---------> 49380
t=1, n=6, m=25, rp=3 ---------> 49380
t=0, n=7, m=25, rp=3 ---------> 49380
t=1, n=7, m=25, rp=3 ---------> 49380
t=0, n=8, m=25, rp=3 ---------> 49380
t=1, n=8, m=25, rp=3 ---------> 49380
t=0, n=9, m=25, rp=3 ---------> 49380
t=1, n=9, m=25, rp=3 ---------> 49380
t=0, n=10, m=25, rp=3 ---------> 49380
t=1, n=10, m=25, rp=3 ---------> 49380
t=0, n=11, m=25, rp=3 ---------> 49380
t=1, n=11, m=25, rp=3 ---------> 49380
t=0, n=12, m=25, rp=3 ---------> 49380
t=1, n=12, m=25, rp=3 ---------> 49380
t=0, n=13, m=25, rp=3 ---------> 49380
t=1, n=13, m=25, rp=3 ---------> 49380
t=0, n=14, m=25, rp=3 ---------> 49380
t=1, n=14, m=25, rp=3 ---------> 49380
t=0, n=15, m=25, rp=3 ---------> 49380
t=1, n=15, m=25, rp=3 ---------> 49380
t=0, n=16, m=25, rp=3 ---------> 49380
t=1, n=16, m=25, rp=3 ---------> 49380
t=0, n=17, m=25, rp=3 ---------> 49380
t=1, n=17, m=25, rp=3 ---------> 49380
t=0, n=18, m=25, rp=3 ---------> 49380
t=1, n=18, m=25, rp=3 ---------> 49380
t=0, n=19, m=25, rp=3 ---------> 49380
t=1, n=19, m=25, rp=3 ---------> 49380
t=0, n=20, m=25, rp=3 ---------> 49380
t=1, n=20, m=25, rp=3 ---------> 49380
t=0, n=21, m=25, rp=3 ---------> 49380
t=1, n=21, m=25, rp=3 ---------> 49380
t=0, n=22, m=25, rp=3 ---------> 49380
t=1, n=22, m=25, rp=3 ---------> 49380
t=0, n=23, m=25, rp=3 ---------> 49380
t=1, n=23, m=25, rp=3 ---------> 49380
t=0, n=24, m=25, rp=3 ---------> 49380
t=1, n=24, m=25, rp=3 ---------> 49380
t=0, n=25, m=25, rp=3 ---------> 49380
t=1, n=25, m=25, rp=3 ---------> 49380
t=0, n=26, m=25, rp=3 ---------> 49380
t=1, n=26, m=25, rp=3 ---------> 49380
t=0, n=27, m=25, rp=3 ---------> 49380
t=1, n=27, m=25, rp=3 ---------> 49380
t=0, n=28, m=25, rp=3 ---------> 49380
t=1, n=28, m=25, rp=3 ---------> 49380
t=0, n=29, m=25, rp=3 ---------> 49380
t=1, n=29, m=25, rp=3 ---------> 49380
t=0, n=30, m=25, rp=3 ---------> 49380
t=1, n=30, m=25, rp=3 ---------> 49380
t=0, n=31, m=25, rp=3 ---------> 49380
t=1, n=31, m=25, rp=3 ---------> 49380
t=0, n=32, m=25, rp=3 ---------> 49380
t=1, n=32, m=25, rp=3 ---------> 49380
t=0, n=33, m=25, rp=3 ---------> 49380
t=1, n=33, m=25, rp=3 ---------> 49380
t=0, n=34, m=25, rp=3 ---------> 49380
t=1, n=34, m=25, rp=3 ---------> 49380
t=0, n=35, m=25, rp=3 ---------> 49380
t=1, n=35, m=25, rp=3 ---------> 49380
t=0, n=36, m=25, rp=3 ---------> 49380
t=1, n=36, m=25, rp=3 ---------> 49380
t=0, n=37, m=25, rp=3 ---------> 49380
t=1, n=37, m=25, rp=3 ---------> 49380
t=0, n=38, m=25, rp=3 ---------> 49380
t=1, n=38, m=25, rp=3 ---------> 49380
t=0, n=39, m=25, rp=3 ---------> 49380
t=1, n=39, m=25, rp=3 ---------> 49380
t=0, n=40, m=25, rp=3 ---------> 49380
t=1, n=40, m=25, rp=3 ---------> 49380
t=0, n=41, m=25, rp=3 ---------> 49380
t=1, n=41, m=25, rp=3 ---------> 49380
t=0, n=42, m=25, rp=3 ---------> 49380
t=1, n=42, m=25, rp=3 ---------> 49380
t=0, n=43, m=25, rp=3 ---------> 49380
t=1, n=43, m=25, rp=3 ---------> 49380
t=0, n=44, m=25, rp=3 ---------> -2.42884e+09
t=1, n=44, m=25, rp=3 ---------> -8.47939e+10
t=0, n=45, m=25, rp=3 ---------> 4.5652e+10
t=1, n=45, m=25, rp=3 ---------> -1.31892e+10
t=0, n=0, m=26, rp=3 ---------> 49380
t=1, n=0, m=26, rp=3 ---------> 49380
t=0, n=1, m=26, rp=3 ---------> 49380
t=1, n=1, m=26, rp=3 ---------> 49380
t=0, n=2, m=26, rp=3 ---------> 49380
t=1, n=2, m=26, rp=3 ---------> 49380
t=0, n=3, m=26, rp=3 ---------> 49380
t=1, n=3, m=26, rp=3 ---------> 49380
t=0, n=4, m=26, rp=3 ---------> 49380
t=1, n=4, m=26, rp=3 ---------> 49380
t=0, n=5, m=26, rp=3 ---------> 49380
t=1, n=5, m=26, rp=3 ---------> 49380
t=0, n=6, m=26, rp=3 ---------> 49380
t=1, n=6, m=26, rp=3 ---------> 49380
t=0, n=7, m=26, rp=3 ---------> 49380
t=1, n=7, m=26, rp=3 ---------> 49380
t=0, n=8, m=26, rp=3 ---------> 49380
t=1, n=8, m=26, rp=3 ---------> 49380
t=0, n=9, m=26, rp=3 ---------> 49380
t=1, n=9, m=26, rp=3 ---------> 49380
t=0, n=10, m=26, rp=3 ---------> 49380
t=1, n=10, m=26, rp=3 ---------> 49380
t=0, n=11, m=26, rp=3 ---------> 49380
t=1, n=11, m=26, rp=3 ---------> 49380
t=0, n=12, m=26, rp=3 ---------> 49380
t=1, n=12, m=26, rp=3 ---------> 49380
t=0, n=13, m=26, rp=3 ---------> 49380
t=1, n=13, m=26, rp=3 ---------> 49380
t=0, n=14, m=26, rp=3 ---------> 49380
t=1, n=14, m=26, rp=3 ---------> 49380
t=0, n=15, m=26, rp=3 ---------> 49380
t=1, n=15, m=26, rp=3 ---------> 49380
t=0, n=16, m=26, rp=3 ---------> 49380
t=1, n=16, m=26, rp=3 ---------> 49380
t=0, n=17, m=26, rp=3 ---------> 49380
t=1, n=17, m=26, rp=3 ---------> 49380
t=0, n=18, m=26, rp=3 ---------> 49380
t=1, n=18, m=26, rp=3 ---------> 49380
t=0, n=19, m=26, rp=3 ---------> 49380
t=1, n=19, m=26, rp=3 ---------> 49380
t=0, n=20, m=26, rp=3 ---------> 49380
t=1, n=20, m=26, rp=3 ---------> 49380
t=0, n=21, m=26, rp=3 ---------> 49380
t=1, n=21, m=26, rp=3 ---------> 49380
t=0, n=22, m=26, rp=3 ---------> 49380
t=1, n=22, m=26, rp=3 ---------> 49380
t=0, n=23, m=26, rp=3 ---------> 49380
t=1, n=23, m=26, rp=3 ---------> 49380
t=0, n=24, m=26, rp=3 ---------> 49380
t=1, n=24, m=26, rp=3 ---------> 49380
t=0, n=25, m=26, rp=3 ---------> 49380
t=1, n=25, m=26, rp=3 ---------> 49380
t=0, n=26, m=26, rp=3 ---------> 49380
t=1, n=26, m=26, rp=3 ---------> 49380
t=0, n=27, m=26, rp=3 ---------> 49380
t=1, n=27, m=26, rp=3 ---------> 49380
t=0, n=28, m=26, rp=3 ---------> 49380
t=1, n=28, m=26, rp=3 ---------> 49380
t=0, n=29, m=26, rp=3 ---------> 49380
t=1, n=29, m=26, rp=3 ---------> 49380
t=0, n=30, m=26, rp=3 ---------> 49380
t=1, n=30, m=26, rp=3 ---------> 49380
t=0, n=31, m=26, rp=3 ---------> 49380
t=1, n=31, m=26, rp=3 ---------> 49380
t=0, n=32, m=26, rp=3 ---------> 49380
t=1, n=32, m=26, rp=3 ---------> 49380
